Address,Start Period,End Period,Starting Balance (ETH),Ending Balance (ETH),Withdrawals (ETH),Consensus Rewards (ETH),Execution Rewards (ETH),Period Rewards (ETH)
"0x936f...91ca","2023-08-15 00:00:00 UTC","2023-08-15 23:59:59 UTC","32.00733875","32.00983371","0.00000000","0.00249496","0.00000000","0.00249496"
"0x936f...91ca","2023-08-16 00:00:00 UTC","2023-08-16 23:59:59 UTC","32.00984490","32.01233478","0.00000000","0.00248988","0.00000000","0.00248988"
"0x936f...91ca","2023-08-17 00:00:00 UTC","2023-08-17 23:59:59 UTC","32.01234598","32.01483768","0.00000000","0.00249170","0.00000000","0.00249170"
"0x936f...91ca","2023-08-18 00:00:00 UTC","2023-08-18 23:59:59 UTC","32.01484882","32.00200105","0.01531539","0.00246762","0.00000000","0.00246762"
"0x936f...91ca","2023-08-19 00:00:00 UTC","2023-08-19 23:59:59 UTC","32.00201222","32.00448855","0.00000000","0.00247633","0.00000000","0.00247633"
"0x936f...91ca","2023-08-20 00:00:00 UTC","2023-08-20 23:59:59 UTC","32.00449948","32.00697520","0.00000000","0.00247573","0.00000000","0.00247573"
"0x936f...91ca","2023-08-21 00:00:00 UTC","2023-08-21 23:59:59 UTC","32.00698634","32.00944496","0.00000000","0.00245862","0.00000000","0.00245862"
"0x936f...91ca","2023-08-22 00:00:00 UTC","2023-08-22 23:59:59 UTC","32.00945591","32.01192450","0.00000000","0.00246859","0.00000000","0.00246859"
"0x936f...91ca","2023-08-23 00:00:00 UTC","2023-08-23 23:59:59 UTC","32.01193558","32.01440443","0.00000000","0.00246885","0.00000000","0.00246885"
"0x936f...91ca","2023-08-24 00:00:00 UTC","2023-08-24 23:59:59 UTC","32.01441538","32.00141839","0.01546370","0.00246671","0.00000000","0.00246671"
"0x936f...91ca","2023-08-25 00:00:00 UTC","2023-08-25 23:59:59 UTC","32.00142942","32.00387825","0.00000000","0.00244883","0.00000000","0.00244883"
"0x936f...91ca","2023-08-26 00:00:00 UTC","2023-08-26 23:59:59 UTC","32.00388921","32.00634813","0.00000000","0.00245893","0.00000000","0.00245893"
"0x936f...91ca","2023-08-27 00:00:00 UTC","2023-08-27 23:59:59 UTC","32.00635897","32.00880746","0.00000000","0.00244849","0.00000000","0.00244849"
"0x936f...91ca","2023-08-28 00:00:00 UTC","2023-08-28 23:59:59 UTC","32.00881838","32.01125571","0.00000000","0.00243734","0.00000000","0.00243734"
"0x936f...91ca","2023-08-29 00:00:00 UTC","2023-08-29 23:59:59 UTC","32.01126660","32.01369035","0.00000000","0.00242375","0.00000000","0.00242375"
"0x936f...91ca","2023-08-30 00:00:00 UTC","2023-08-30 23:59:59 UTC","32.01370134","32.00049080","0.01563315","0.00242261","0.00000000","0.00242261"
"0x936f...91ca","2023-08-31 00:00:00 UTC","2023-08-31 23:59:59 UTC","32.00050181","32.00293012","0.00000000","0.00242831","0.00000000","0.00242831"
"0x868a...963e","2023-08-01 00:00:00 UTC","2023-08-01 23:59:59 UTC","32.00209300","32.00463552","0.00000000","0.00254252","0.00000000","0.00254252"
"0x868a...963e","2023-08-02 00:00:00 UTC","2023-08-02 23:59:59 UTC","32.00464686","32.00717714","0.00000000","0.00253028","0.00000000","0.00253028"
"0x868a...963e","2023-08-03 00:00:00 UTC","2023-08-03 23:59:59 UTC","32.00718856","32.00970353","0.00000000","0.00251497","0.00000000","0.00251497"
"0x868a...963e","2023-08-04 00:00:00 UTC","2023-08-04 23:59:59 UTC","32.00970097","32.01223917","0.00000000","0.00253820","0.00000000","0.00253820"
"0x868a...963e","2023-08-05 00:00:00 UTC","2023-08-05 23:59:59 UTC","32.01225054","32.01477593","0.00000000","0.00252539","0.00000000","0.00252539"
"0x868a...963e","2023-08-06 00:00:00 UTC","2023-08-06 23:59:59 UTC","32.01478730","32.00232003","0.01496605","0.00249878","0.00000000","0.00249878"
"0x868a...963e","2023-08-07 00:00:00 UTC","2023-08-07 23:59:59 UTC","32.00233112","32.00485063","0.00000000","0.00251951","0.00000000","0.00251951"
"0x868a...963e","2023-08-08 00:00:00 UTC","2023-08-08 23:59:59 UTC","32.00486179","32.00736828","0.00000000","0.00250649","0.00000000","0.00250649"
"0x868a...963e","2023-08-09 00:00:00 UTC","2023-08-09 23:59:59 UTC","32.00737961","32.00989904","0.00000000","0.00251943","0.00000000","0.00251943"
"0x868a...963e","2023-08-10 00:00:00 UTC","2023-08-10 23:59:59 UTC","32.00991035","32.01242954","0.00000000","0.00251919","0.00000000","0.00251919"
"0x868a...963e","2023-08-11 00:00:00 UTC","2023-08-11 23:59:59 UTC","32.01244086","32.01493388","0.00000000","0.00249302","0.00000000","0.00249302"
"0x868a...963e","2023-08-12 00:00:00 UTC","2023-08-12 23:59:59 UTC","32.01494517","32.00232963","0.01511356","0.00249802","0.00000000","0.00249802"
"0x868a...963e","2023-08-13 00:00:00 UTC","2023-08-13 23:59:59 UTC","32.00234083","32.00483961","0.00000000","0.00249877","0.00000000","0.00249877"
"0x868a...963e","2023-08-14 00:00:00 UTC","2023-08-14 23:59:59 UTC","32.00485086","32.00735171","0.00000000","0.00250086","0.00000000","0.00250086"
"0x868a...963e","2023-08-15 00:00:00 UTC","2023-08-15 23:59:59 UTC","32.00736290","32.00985776","0.00000000","0.00249486","0.00000000","0.00249486"
"0x868a...963e","2023-08-16 00:00:00 UTC","2023-08-16 23:59:59 UTC","32.00986895","32.01235874","0.00000000","0.00248979","0.00000000","0.00248979"
"0x868a...963e","2023-08-17 00:00:00 UTC","2023-08-17 23:59:59 UTC","32.01236994","32.01486171","0.00000000","0.00249177","0.00000000","0.00249177"
"0x868a...963e","2023-08-18 00:00:00 UTC","2023-08-18 23:59:59 UTC","32.01487286","32.00201456","0.01532589","0.00246758","0.00000000","0.00246758"
"0x868a...963e","2023-08-19 00:00:00 UTC","2023-08-19 23:59:59 UTC","32.00202573","32.00449944","0.00000000","0.00247371","0.00000000","0.00247371"
"0x868a...963e","2023-08-20 00:00:00 UTC","2023-08-20 23:59:59 UTC","32.00451036","32.00694483","0.00000000","0.00243447","0.00000000","0.00243447"
"0x868a...963e","2023-08-21 00:00:00 UTC","2023-08-21 23:59:59 UTC","32.00695597","32.00941715","0.00000000","0.00246118","0.00000000","0.00246118"
"0x868a...963e","2023-08-22 00:00:00 UTC","2023-08-22 23:59:59 UTC","32.00942811","32.01188020","0.00000000","0.00245209","0.00000000","0.00245209"
"0x868a...963e","2023-08-23 00:00:00 UTC","2023-08-23 23:59:59 UTC","32.01189128","32.01435449","0.00000000","0.00246321","0.00000000","0.00246321"
"0x868a...963e","2023-08-24 00:00:00 UTC","2023-08-24 23:59:59 UTC","32.01436544","32.00141564","0.01541096","0.00246115","0.00000000","0.00246115"
"0x868a...963e","2023-08-25 00:00:00 UTC","2023-08-25 23:59:59 UTC","32.00142666","32.00388352","0.00000000","0.00245686","0.00000000","0.00245686"
"0x868a...963e","2023-08-26 00:00:00 UTC","2023-08-26 23:59:59 UTC","32.00389448","32.00632708","0.00000000","0.00243260","0.00000000","0.00243260"
"0x868a...963e","2023-08-27 00:00:00 UTC","2023-08-27 23:59:59 UTC","32.00633792","32.00876709","0.00000000","0.00242917","0.00000000","0.00242917"
"0x868a...963e","2023-08-28 00:00:00 UTC","2023-08-28 23:59:59 UTC","32.00877801","32.01119368","0.00000000","0.00241567","0.00000000","0.00241567"
"0x868a...963e","2023-08-29 00:00:00 UTC","2023-08-29 23:59:59 UTC","32.01120457","32.01365009","0.00000000","0.00244552","0.00000000","0.00244552"
"0x868a...963e","2023-08-30 00:00:00 UTC","2023-08-30 23:59:59 UTC","32.01366108","32.00050148","0.01559353","0.00243393","0.00000000","0.00243393"
"0x868a...963e","2023-08-31 00:00:00 UTC","2023-08-31 23:59:59 UTC","32.00051248","32.00294557","0.00000000","0.00243309","0.00000000","0.00243309"
"0x944d...1dc3","2023-08-01 00:00:00 UTC","2023-08-01 23:59:59 UTC","32.00209006","32.00463034","0.00000000","0.00254028","0.00000000","0.00254028"
"0x944d...1dc3","2023-08-02 00:00:00 UTC","2023-08-02 23:59:59 UTC","32.00464168","32.00718569","0.00000000","0.00254401","0.00000000","0.00254401"
"0x944d...1dc3","2023-08-03 00:00:00 UTC","2023-08-03 23:59:59 UTC","32.00719711","32.00973126","0.00000000","0.00253415","0.00000000","0.00253415"
"0x944d...1dc3","2023-08-04 00:00:00 UTC","2023-08-04 23:59:59 UTC","32.00974241","32.01223874","0.00000000","0.00249633","0.00000000","0.00249633"
"0x944d...1dc3","2023-08-05 00:00:00 UTC","2023-08-05 23:59:59 UTC","32.01225011","32.01477575","0.00000000","0.00252564","0.00000000","0.00252564"
"0x944d...1dc3","2023-08-06 00:00:00 UTC","2023-08-06 23:59:59 UTC","32.01478712","32.00232854","0.01496869","0.00251012","0.00000000","0.00251012"
"0x944d...1dc3","2023-08-07 00:00:00 UTC","2023-08-07 23:59:59 UTC","32.00232599","32.00482876","0.00000000","0.00250278","0.00000000","0.00250278"
"0x944d...1dc3","2023-08-08 00:00:00 UTC","2023-08-08 23:59:59 UTC","32.00483992","32.00735432","0.00000000","0.00251440","0.00000000","0.00251440"
"0x944d...1dc3","2023-08-09 00:00:00 UTC","2023-08-09 23:59:59 UTC","32.00736565","32.00986569","0.00000000","0.00250004","0.00000000","0.00250004"
"0x944d...1dc3","2023-08-10 00:00:00 UTC","2023-08-10 23:59:59 UTC","32.00987701","32.01238204","0.00000000","0.00250503","0.00000000","0.00250503"
"0x944d...1dc3","2023-08-11 00:00:00 UTC","2023-08-11 23:59:59 UTC","32.01239336","32.01490932","0.00000000","0.00251596","0.00000000","0.00251596"
"0x944d...1dc3","2023-08-12 00:00:00 UTC","2023-08-12 23:59:59 UTC","32.01492061","32.00231805","0.01510039","0.00249783","0.00000000","0.00249783"
"0x944d...1dc3","2023-08-13 00:00:00 UTC","2023-08-13 23:59:59 UTC","32.00232925","32.00480093","0.00000000","0.00247168","0.00000000","0.00247168"
"0x944d...1dc3","2023-08-14 00:00:00 UTC","2023-08-14 23:59:59 UTC","32.00481218","32.00731618","0.00000000","0.00250400","0.00000000","0.00250400"
"0x944d...1dc3","2023-08-15 00:00:00 UTC","2023-08-15 23:59:59 UTC","32.00732737","32.00982244","0.00000000","0.00249507","0.00000000","0.00249507"
"0x944d...1dc3","2023-08-16 00:00:00 UTC","2023-08-16 23:59:59 UTC","32.00983363","32.01232606","0.00000000","0.00249242","0.00000000","0.00249242"
"0x944d...1dc3","2023-08-17 00:00:00 UTC","2023-08-17 23:59:59 UTC","32.01233726","32.01479828","0.00000000","0.00246102","0.00000000","0.00246102"
"0x944d...1dc3","2023-08-18 00:00:00 UTC","2023-08-18 23:59:59 UTC","32.01480943","32.00198468","0.01527600","0.00245124","0.00000000","0.00245124"
"0x944d...1dc3","2023-08-19 00:00:00 UTC","2023-08-19 23:59:59 UTC","32.00199585","32.00447218","0.00000000","0.00247633","0.00000000","0.00247633"
"0x944d...1dc3","2023-08-20 00:00:00 UTC","2023-08-20 23:59:59 UTC","32.00448311","32.00691725","0.00000000","0.00243414","0.00000000","0.00243414"
"0x944d...1dc3","2023-08-21 00:00:00 UTC","2023-08-21 23:59:59 UTC","32.00692838","32.00940037","0.00000000","0.00247198","0.00000000","0.00247198"
"0x944d...1dc3","2023-08-22 00:00:00 UTC","2023-08-22 23:59:59 UTC","32.00941132","32.01189086","0.00000000","0.00247954","0.00000000","0.00247954"
"0x944d...1dc3","2023-08-23 00:00:00 UTC","2023-08-23 23:59:59 UTC","32.01190193","32.01437339","0.00000000","0.00247145","0.00000000","0.00247145"
"0x944d...1dc3","2023-08-24 00:00:00 UTC","2023-08-24 23:59:59 UTC","32.01438434","32.00141573","0.01542145","0.00245285","0.00000000","0.00245285"
"0x944d...1dc3","2023-08-25 00:00:00 UTC","2023-08-25 23:59:59 UTC","32.00142676","32.00387317","0.00000000","0.00244641","0.00000000","0.00244641"
"0x944d...1dc3","2023-08-26 00:00:00 UTC","2023-08-26 23:59:59 UTC","32.00388413","32.00632180","0.00000000","0.00243766","0.00000000","0.00243766"
"0x944d...1dc3","2023-08-27 00:00:00 UTC","2023-08-27 23:59:59 UTC","32.00633263","32.00877278","0.00000000","0.00244014","0.00000000","0.00244014"
"0x944d...1dc3","2023-08-28 00:00:00 UTC","2023-08-28 23:59:59 UTC","32.00878369","32.01120686","0.00000000","0.00242317","0.00000000","0.00242317"
"0x944d...1dc3","2023-08-29 00:00:00 UTC","2023-08-29 23:59:59 UTC","32.01121775","32.01365244","0.00000000","0.00243469","0.00000000","0.00243469"
"0x944d...1dc3","2023-08-30 00:00:00 UTC","2023-08-30 23:59:59 UTC","32.01366343","32.00050412","0.01560085","0.00244154","0.00000000","0.00244154"
"0x944d...1dc3","2023-08-31 00:00:00 UTC","2023-08-31 23:59:59 UTC","32.00051512","32.00295933","0.00000000","0.00244420","0.00000000","0.00244420"
"0x8476...d335","2023-08-01 00:00:00 UTC","2023-08-01 23:59:59 UTC","32.00209300","32.00464401","0.00000000","0.00255101","0.00000000","0.00255101"
"0x8476...d335","2023-08-02 00:00:00 UTC","2023-08-02 23:59:59 UTC","32.00465535","32.00717994","0.00000000","0.00252459","0.00000000","0.00252459"
"0x8476...d335","2023-08-03 00:00:00 UTC","2023-08-03 23:59:59 UTC","32.00719136","32.00972004","0.00000000","0.00252868","0.00000000","0.00252868"
"0x8476...d335","2023-08-04 00:00:00 UTC","2023-08-04 23:59:59 UTC","32.00973119","32.01225270","0.00000000","0.00252151","0.00000000","0.00252151"
"0x8476...d335","2023-08-05 00:00:00 UTC","2023-08-05 23:59:59 UTC","32.01226407","32.01480097","0.00000000","0.00253690","0.00000000","0.00253690"
"0x8476...d335","2023-08-06 00:00:00 UTC","2023-08-06 23:59:59 UTC","32.01481234","32.00232555","0.01499391","0.00250713","0.00000000","0.00250713"
"0x8476...d335","2023-08-07 00:00:00 UTC","2023-08-07 23:59:59 UTC","32.00233665","32.00484806","0.00000000","0.00251141","0.00000000","0.00251141"
"0x8476...d335","2023-08-08 00:00:00 UTC","2023-08-08 23:59:59 UTC","32.00485922","32.00736264","0.00000000","0.00250342","0.00000000","0.00250342"
"0x8476...d335","2023-08-09 00:00:00 UTC","2023-08-09 23:59:59 UTC","32.00737397","32.00988789","0.00000000","0.00251393","0.00000000","0.00251393"
"0x8476...d335","2023-08-10 00:00:00 UTC","2023-08-10 23:59:59 UTC","32.00989921","32.01240205","0.00000000","0.00250284","0.00000000","0.00250284"
"0x8476...d335","2023-08-11 00:00:00 UTC","2023-08-11 23:59:59 UTC","32.01241336","32.01492080","0.00000000","0.00250743","0.00000000","0.00250743"
"0x8476...d335","2023-08-12 00:00:00 UTC","2023-08-12 23:59:59 UTC","32.01493209","32.00233239","0.01511187","0.00251217","0.00000000","0.00251217"
"0x8476...d335","2023-08-13 00:00:00 UTC","2023-08-13 23:59:59 UTC","32.00234359","32.00481528","0.00000000","0.00247168","0.00000000","0.00247168"
"0x8476...d335","2023-08-14 00:00:00 UTC","2023-08-14 23:59:59 UTC","32.00482653","32.00732742","0.00000000","0.00250090","0.00000000","0.00250090"
"0x8476...d335","2023-08-15 00:00:00 UTC","2023-08-15 23:59:59 UTC","32.00733861","32.00982226","0.00000000","0.00248365","0.00000000","0.00248365"
"0x8476...d335","2023-08-16 00:00:00 UTC","2023-08-16 23:59:59 UTC","32.00983345","32.01232048","0.00000000","0.00248704","0.00000000","0.00248704"
"0x8476...d335","2023-08-17 00:00:00 UTC","2023-08-17 23:59:59 UTC","32.01233168","32.01480687","0.00000000","0.00247519","0.00000000","0.00247519"
"0x8476...d335","2023-08-18 00:00:00 UTC","2023-08-18 23:59:59 UTC","32.01481801","32.00200596","0.01528458","0.00247253","0.00000000","0.00247253"
"0x8476...d335","2023-08-19 00:00:00 UTC","2023-08-19 23:59:59 UTC","32.00201714","32.00447938","0.00000000","0.00246224","0.00000000","0.00246224"
"0x8476...d335","2023-08-20 00:00:00 UTC","2023-08-20 23:59:59 UTC","32.00449031","32.00693605","0.00000000","0.00244574","0.00000000","0.00244574"
"0x8476...d335","2023-08-21 00:00:00 UTC","2023-08-21 23:59:59 UTC","32.00694718","32.00941944","0.00000000","0.00247225","0.00000000","0.00247225"
"0x8476...d335","2023-08-22 00:00:00 UTC","2023-08-22 23:59:59 UTC","32.00943040","32.01188744","0.00000000","0.00245705","0.00000000","0.00245705"
"0x8476...d335","2023-08-23 00:00:00 UTC","2023-08-23 23:59:59 UTC","32.01189852","32.01436721","0.00000000","0.00246869","0.00000000","0.00246869"
"0x8476...d335","2023-08-24 00:00:00 UTC","2023-08-24 23:59:59 UTC","32.01437816","32.00141839","0.01542367","0.00246390","0.00000000","0.00246390"
"0x8476...d335","2023-08-25 00:00:00 UTC","2023-08-25 23:59:59 UTC","32.00142942","32.00388080","0.00000000","0.00245138","0.00000000","0.00245138"
"0x8476...d335","2023-08-26 00:00:00 UTC","2023-08-26 23:59:59 UTC","32.00389176","32.00632639","0.00000000","0.00243463","0.00000000","0.00243463"
"0x8476...d335","2023-08-27 00:00:00 UTC","2023-08-27 23:59:59 UTC","32.00633723","32.04733747","0.00000000","0.04100024","0.12651130","0.16751154"
"0x8476...d335","2023-08-28 00:00:00 UTC","2023-08-28 23:59:59 UTC","32.04734839","32.04976193","0.00000000","0.00241355","0.00000000","0.00241355"
"0x8476...d335","2023-08-29 00:00:00 UTC","2023-08-29 23:59:59 UTC","32.04977282","32.05219151","0.00000000","0.00241869","0.00000000","0.00241869"
"0x8476...d335","2023-08-30 00:00:00 UTC","2023-08-30 23:59:59 UTC","32.05220250","32.00050142","0.05414550","0.00244441","0.00000000","0.00244441"
"0x8476...d335","2023-08-31 00:00:00 UTC","2023-08-31 23:59:59 UTC","32.00051242","32.00295936","0.00000000","0.00244695","0.00000000","0.00244695"
"0xa8f6...f956","2023-08-01 00:00:00 UTC","2023-08-01 23:59:59 UTC","32.00588455","32.00843266","0.00000000","0.00254811","0.00000000","0.00254811"
"0xa8f6...f956","2023-08-02 00:00:00 UTC","2023-08-02 23:59:59 UTC","32.00844400","32.01098799","0.00000000","0.00254399","0.00000000","0.00254399"
"0xa8f6...f956","2023-08-03 00:00:00 UTC","2023-08-03 23:59:59 UTC","32.01099941","32.01353033","0.00000000","0.00253092","0.00000000","0.00253092"
"0xa8f6...f956","2023-08-04 00:00:00 UTC","2023-08-04 23:59:59 UTC","32.01354148","32.00101941","0.01505733","0.00253526","0.00000000","0.00253526"
"0xa8f6...f956","2023-08-05 00:00:00 UTC","2023-08-05 23:59:59 UTC","32.00103078","32.00356766","0.00000000","0.00253688","0.00000000","0.00253688"
"0xa8f6...f956","2023-08-06 00:00:00 UTC","2023-08-06 23:59:59 UTC","32.00357903","32.00609451","0.00000000","0.00251548","0.00000000","0.00251548"
"0xa8f6...f956","2023-08-07 00:00:00 UTC","2023-08-07 23:59:59 UTC","32.00610561","32.00861062","0.00000000","0.00250501","0.00000000","0.00250501"
"0xa8f6...f956","2023-08-08 00:00:00 UTC","2023-08-08 23:59:59 UTC","32.00862178","32.01114748","0.00000000","0.00252571","0.00000000","0.00252571"
"0xa8f6...f956","2023-08-09 00:00:00 UTC","2023-08-09 23:59:59 UTC","32.01115881","32.01367278","0.00000000","0.00251397","0.00000000","0.00251397"
"0xa8f6...f956","2023-08-10 00:00:00 UTC","2023-08-10 23:59:59 UTC","32.01368410","32.00099882","0.01520457","0.00251929","0.00000000","0.00251929"
"0xa8f6...f956","2023-08-11 00:00:00 UTC","2023-08-11 23:59:59 UTC","32.00101014","32.00351190","0.00000000","0.00250177","0.00000000","0.00250177"
"0xa8f6...f956","2023-08-12 00:00:00 UTC","2023-08-12 23:59:59 UTC","32.00352320","32.00602398","0.00000000","0.00250078","0.00000000","0.00250078"
"0xa8f6...f956","2023-08-13 00:00:00 UTC","2023-08-13 23:59:59 UTC","32.00603518","32.00853384","0.00000000","0.00249867","0.00000000","0.00249867"
"0xa8f6...f956","2023-08-14 00:00:00 UTC","2023-08-14 23:59:59 UTC","32.00854509","32.01104616","0.00000000","0.00250107","0.00000000","0.00250107"
"0xa8f6...f956","2023-08-15 00:00:00 UTC","2023-08-15 23:59:59 UTC","32.01105734","32.01355235","0.00000000","0.00249501","0.00000000","0.00249501"
"0xa8f6...f956","2023-08-16 00:00:00 UTC","2023-08-16 23:59:59 UTC","32.01356354","32.00069908","0.01535713","0.00249268","0.00000000","0.00249268"
"0xa8f6...f956","2023-08-17 00:00:00 UTC","2023-08-17 23:59:59 UTC","32.00071028","32.00319644","0.00000000","0.00248616","0.00000000","0.00248616"
"0xa8f6...f956","2023-08-18 00:00:00 UTC","2023-08-18 23:59:59 UTC","32.00320759","32.00568869","0.00000000","0.00248111","0.00000000","0.00248111"
"0xa8f6...f956","2023-08-19 00:00:00 UTC","2023-08-19 23:59:59 UTC","32.00569987","32.00817904","0.00000000","0.00247917","0.00000000","0.00247917"
"0xa8f6...f956","2023-08-20 00:00:00 UTC","2023-08-20 23:59:59 UTC","32.00818996","32.01066293","0.00000000","0.00247297","0.00000000","0.00247297"
"0xa8f6...f956","2023-08-21 00:00:00 UTC","2023-08-21 23:59:59 UTC","32.01067406","32.01314340","0.00000000","0.00246934","0.00000000","0.00246934"
"0xa8f6...f956","2023-08-22 00:00:00 UTC","2023-08-22 23:59:59 UTC","32.01315436","32.00008850","0.01553976","0.00247391","0.00000000","0.00247391"
"0xa8f6...f956","2023-08-23 00:00:00 UTC","2023-08-23 23:59:59 UTC","32.00009957","32.00257102","0.00000000","0.00247145","0.00000000","0.00247145"
"0xa8f6...f956","2023-08-24 00:00:00 UTC","2023-08-24 23:59:59 UTC","32.00258197","32.00505145","0.00000000","0.00246948","0.00000000","0.00246948"
"0xa8f6...f956","2023-08-25 00:00:00 UTC","2023-08-25 23:59:59 UTC","32.00506248","32.00750357","0.00000000","0.00244109","0.00000000","0.00244109"
"0xa8f6...f956","2023-08-26 00:00:00 UTC","2023-08-26 23:59:59 UTC","32.00751452","32.00997345","0.00000000","0.00245892","0.00000000","0.00245892"
"0xa8f6...f956","2023-08-27 00:00:00 UTC","2023-08-27 23:59:59 UTC","32.00998429","32.01244080","0.00000000","0.00245651","0.00000000","0.00245651"
"0xa8f6...f956","2023-08-28 00:00:00 UTC","2023-08-28 23:59:59 UTC","32.01245172","32.01489168","0.00000000","0.00243997","0.00000000","0.00243997"
"0xa8f6...f956","2023-08-29 00:00:00 UTC","2023-08-29 23:59:59 UTC","32.01490257","32.00165484","0.01570147","0.00245373","0.00000000","0.00245373"
"0xa8f6...f956","2023-08-30 00:00:00 UTC","2023-08-30 23:59:59 UTC","32.00166582","32.00411563","0.00000000","0.00244981","0.00000000","0.00244981"
"0xa8f6...f956","2023-08-31 00:00:00 UTC","2023-08-31 23:59:59 UTC","32.00412663","32.00656802","0.00000000","0.00244139","0.00000000","0.00244139"
"0x9a00...d120","2023-08-01 00:00:00 UTC","2023-08-01 23:59:59 UTC","32.00591889","32.00845342","0.00000000","0.00253453","0.00000000","0.00253453"
"0x9a00...d120","2023-08-02 00:00:00 UTC","2023-08-02 23:59:59 UTC","32.00846476","32.01099512","0.00000000","0.00253037","0.00000000","0.00253037"
"0x9a00...d120","2023-08-03 00:00:00 UTC","2023-08-03 23:59:59 UTC","32.01100654","32.01355196","0.00000000","0.00254542","0.00000000","0.00254542"
"0x9a00...d120","2023-08-04 00:00:00 UTC","2023-08-04 23:59:59 UTC","32.01356311","32.00105082","0.01503675","0.00252446","0.00000000","0.00252446"
"0x9a00...d120","2023-08-05 00:00:00 UTC","2023-08-05 23:59:59 UTC","32.00106219","32.00359319","0.00000000","0.00253100","0.00000000","0.00253100"
"0x9a00...d120","2023-08-06 00:00:00 UTC","2023-08-06 23:59:59 UTC","32.00360456","32.00612829","0.00000000","0.00252373","0.00000000","0.00252373"
"0x9a00...d120","2023-08-07 00:00:00 UTC","2023-08-07 23:59:59 UTC","32.00613939","32.00865327","0.00000000","0.00251388","0.00000000","0.00251388"
"0x9a00...d120","2023-08-08 00:00:00 UTC","2023-08-08 23:59:59 UTC","32.00866443","32.01117875","0.00000000","0.00251431","0.00000000","0.00251431"
"0x9a00...d120","2023-08-09 00:00:00 UTC","2023-08-09 23:59:59 UTC","32.01119007","32.01370686","0.00000000","0.00251679","0.00000000","0.00251679"
"0x9a00...d120","2023-08-10 00:00:00 UTC","2023-08-10 23:59:59 UTC","32.01371818","32.00104390","0.01519069","0.00251642","0.00000000","0.00251642"
"0x9a00...d120","2023-08-11 00:00:00 UTC","2023-08-11 23:59:59 UTC","32.00105522","32.00356547","0.00000000","0.00251025","0.00000000","0.00251025"
"0x9a00...d120","2023-08-12 00:00:00 UTC","2023-08-12 23:59:59 UTC","32.00357677","32.00607789","0.00000000","0.00250113","0.00000000","0.00250113"
"0x9a00...d120","2023-08-13 00:00:00 UTC","2023-08-13 23:59:59 UTC","32.00608909","32.00856327","0.00000000","0.00247418","0.00000000","0.00247418"
"0x9a00...d120","2023-08-14 00:00:00 UTC","2023-08-14 23:59:59 UTC","32.00857452","32.01107538","0.00000000","0.00250086","0.00000000","0.00250086"
"0x9a00...d120","2023-08-15 00:00:00 UTC","2023-08-15 23:59:59 UTC","32.01108656","32.01359007","0.00000000","0.00250351","0.00000000","0.00250351"
"0x9a00...d120","2023-08-16 00:00:00 UTC","2023-08-16 23:59:59 UTC","32.01360126","32.00074648","0.01535297","0.00249819","0.00000000","0.00249819"
"0x9a00...d120","2023-08-17 00:00:00 UTC","2023-08-17 23:59:59 UTC","32.00075768","32.00324960","0.00000000","0.00249193","0.00000000","0.00249193"
"0x9a00...d120","2023-08-18 00:00:00 UTC","2023-08-18 23:59:59 UTC","32.00326075","32.00574463","0.00000000","0.00248388","0.00000000","0.00248388"
"0x9a00...d120","2023-08-19 00:00:00 UTC","2023-08-19 23:59:59 UTC","32.00575580","32.00823491","0.00000000","0.00247911","0.00000000","0.00247911"
"0x9a00...d120","2023-08-20 00:00:00 UTC","2023-08-20 23:59:59 UTC","32.00824583","32.01072438","0.00000000","0.00247855","0.00000000","0.00247855"
"0x9a00...d120","2023-08-21 00:00:00 UTC","2023-08-21 23:59:59 UTC","32.01073552","32.01320781","0.00000000","0.00247229","0.00000000","0.00247229"
"0x9a00...d120","2023-08-22 00:00:00 UTC","2023-08-22 23:59:59 UTC","32.01321877","32.00013279","0.01555152","0.00246554","0.00000000","0.00246554"
"0x9a00...d120","2023-08-23 00:00:00 UTC","2023-08-23 23:59:59 UTC","32.00014386","32.00260990","0.00000000","0.00246604","0.00000000","0.00246604"
"0x9a00...d120","2023-08-24 00:00:00 UTC","2023-08-24 23:59:59 UTC","32.00262085","32.00508191","0.00000000","0.00246105","0.00000000","0.00246105"
"0x9a00...d120","2023-08-25 00:00:00 UTC","2023-08-25 23:59:59 UTC","32.00509293","32.00755265","0.00000000","0.00245972","0.00000000","0.00245972"
"0x9a00...d120","2023-08-26 00:00:00 UTC","2023-08-26 23:59:59 UTC","32.00756361","32.01001161","0.00000000","0.00244800","0.00000000","0.00244800"
"0x9a00...d120","2023-08-27 00:00:00 UTC","2023-08-27 23:59:59 UTC","32.01002245","32.01247089","0.00000000","0.00244844","0.00000000","0.00244844"
"0x9a00...d120","2023-08-28 00:00:00 UTC","2023-08-28 23:59:59 UTC","32.01248180","32.01491350","0.00000000","0.00243170","0.00000000","0.00243170"
"0x9a00...d120","2023-08-29 00:00:00 UTC","2023-08-29 23:59:59 UTC","32.01492439","32.00168791","0.01568486","0.00244838","0.00000000","0.00244838"
"0x9a00...d120","2023-08-30 00:00:00 UTC","2023-08-30 23:59:59 UTC","32.00169890","32.00414307","0.00000000","0.00244418","0.00000000","0.00244418"
